Contig	AN_BR1_4	AN_BR1_5	AN_BR1_6	AN_BR1_8	AN_BR2_4	AN_BR2_5	AN_BR2_6	AN_BR2_8	AN_BR3_4	AN_BR3_5	AN_BR3_6	AN_BR3_8	AN_TR1_4	AN_TR1_5	AN_TR1_6	AN_TR1_8	AN_TR2_4	AN_TR2_5	AN_TR2_6	AN_TR2_8	AN_TR3_4	AN_TR3_5	AN_TR3_6	AN_TR3_8	BB_TR1_4	BB_TR1_5	BB_TR1_6	BB_TR1_8	BB_TR2_4	BB_TR2_5	BB_TR2_6	BB_TR2_8	BB_TR3_4	BB_TR3_5	BB_TR3_6	BB_TR3_8	BB_BR1_4	BB_BR1_5	BB_BR1_6	BB_BR1_8	BB_BR2_4	BB_BR2_5	BB_BR2_6	BB_BR2_8	BB_BR3_4	BB_BR3_5	BB_BR3_6	BB_BR3_8	ML_BR1_4	ML_BR1_5	ML_BR1_6	ML_BR1_8	ML_BR2_4	ML_BR2_5	ML_BR2_6	ML_BR2_8	ML_BR3_4	ML_BR3_5	ML_BR3_6	ML_BR3_8	ML_TR1_4	ML_TR1_5	ML_TR1_6	ML_TR1_8	ML_TR2_4	ML_TR2_5	ML_TR2_6	ML_TR2_8	ML_TR3_4	ML_TR3_5	ML_TR3_6	ML_TR3_8
AN_RF_S2_1_8_S346_L004_2561	804	970	1032	1214	466	412	413	313	4	6	9	13	76	72	178	71	75	132	77	105	108	73	73	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2581	449	401	381	760	35	66	46	17	104	93	116	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2600	1927	1873	1314	4292	0	8	8	17	1	0	2	4	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1
AN_RF_S2_1_8_S346_L004_2604	4063	4847	3205	5403	3804	3885	3184	2632	243	139	169	167	291	349	454	211	208	410	249	274	257	420	303	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_260	617	620	584	854	12	10	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2614	5424	3093	3243	5650	121	208	85	104	3	9	6	2	0	0	2	1	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2649	6505	5331	6418	7269	1815	2276	1981	2374	331	253	156	192	1500	1751	1440	1381	1708	1941	1624	898	1306	1225	1101	1081	0	3	0	4	1	2	1	0	1	0	1	0	2	4	2	0	2	3	1	2	0	3	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5	1	0	2	0	0	2	0
AN_RF_S2_1_8_S346_L004_2665	5047	6992	4689	7280	30	38	67	30	184	172	92	124	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2677	24454	31583	29192	41610	19060	21385	17303	14974	29219	33995	25268	25916	54	46	40	59	67	76	70	38	102	38	40	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AN_RF_S2_1_8_S346_L004_2684	946	701	2084	8797	0	0	0	8	0	0	0	0	8	3	0	2	3	0	2	2	7	2	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	2	0	51	12	4	16	3	2	3	3	0	0	2	0	2	0	0	1
AN_RF_S2_1_8_S346_L004_2689	3010	3316	2384	4433	18	29	15	28	2	0	2	5	0	0	0	0	0	0	2	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
AN_RF_S2_1_8_S346_L004_2693	950	1046	656	1993	2	12	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2694	122	173	106	6563	75	116	72	80	30	37	35	24	3	14	22	11	20	17	21	6	6	10	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_269	12984	13838	9908	28535	99	111	57	90	9	13	11	13	1434	1304	3335	1758	12049	1998	1212	3440	2456	750	1254	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2705	613	740	465	1331	236	208	313	210	168	209	195	198	269	216	220	287	259	255	298	376	196	175	118	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2713	2138	2326	2098	2666	484	512	459	474	14	19	9	12	212	165	179	117	155	184	171	139	144	109	105	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
AN_RF_S2_1_8_S346_L004_273	4069	4769	3627	5989	4944	5677	6149	3661	1166	1916	1155	681	567	710	301	442	510	614	655	537	640	1037	405	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2741	3040	3293	2558	4712	114	141	96	114	4	2	0	2	4	12	22	6	10	8	17	8	6	53	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0
AN_RF_S2_1_8_S346_L004_2752	7145	8161	8219	40568	24	18	25	40	0	2	0	0	0	2	71	4	6	2	4	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2756	844	1024	1684	2238	11	11	7	7	0	0	0	0	4	11	4	0	0	6	6	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2758	1871	1136	2945	3465	938	1090	916	722	812	1062	657	613	180	180	154	155	157	171	147	123	142	129	125	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	12	4	21	4	13	12	20	9	12	31	10	14	18	9	15	13	12	11	6	13	12	13
AN_RF_S2_1_8_S346_L004_275	2117	2768	1924	5944	7	17	6	11	0	0	1	1	174	130	149	116	162	186	182	229	162	171	226	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	92	105	100	108	73	133	106	96	125	89	125
AN_RF_S2_1_8_S346_L004_2766	3324	5214	3328	17429	4174	4732	4183	3618	161	230	146	92	44	16	48	26	49	65	27	34	25	46	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	0	1	2	1	0	0	0	0	2	4	0	0	0	0	1	0	0	2
AN_RF_S2_1_8_S346_L004_2777	3433	2867	2220	3559	975	1284	894	850	1238	2242	1155	978	959	1011	1041	734	890	1124	940	740	1163	876	1107	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0
AN_RF_S2_1_8_S346_L004_2785	1582	1274	1682	2486	12	20	4	10	0	2	0	0	4	2	0	6	4	12	17	6	1	5	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_278	2712	3141	2280	3764	104	140	97	74	87	85	194	74	18	15	11	9	16	17	12	11	16	9	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2793	829	748	934	1354	15	0	2	20	246	259	74	94	2	26	2	29	22	28	40	28	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2807	958	1423	787	1787	419	690	448	581	1630	2220	1603	1208	2308	2411	2010	1711	2171	4581	1469	1262	1714	1331	1548	2342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20	11	7	6	11	9	9	10	16	2	12	15	10	7	16	16	7	25	17	27	24	20	13
AN_RF_S2_1_8_S346_L004_281	2966	4304	4192	7556	260	417	309	612	38	42	8	30	31	28	16	37	65	50	37	40	28	23	30	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2825	4375	2951	2034	3283	31067	21558	21800	17534	285	699	434	353	196	262	207	177	182	259	204	182	184	170	143	176	2	1	1	3	3	1	1	2	1	3	0	3	1	1	1	1	1	2	0	3	1	1	0	0	4	4	1	0	1	2	2	0	1	0	0	0	0	0	2	1	0	1	1	1	0	1	0	0
AN_RF_S2_1_8_S346_L004_2828	5178	4801	7772	5776	277	190	131	112	4	6	2	8	3	4	0	5	4	6	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2834	7021	7728	8129	12488	56	77	102	84	1286	1139	1254	724	1349	2088	1485	1476	1787	1968	2738	948	1438	1562	1232	2913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	1
AN_RF_S2_1_8_S346_L004_2842	487	619	394	757	32	20	34	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2845	2137	2909	2618	3019	33	139	44	31	21	25	21	13	361	438	219	352	357	454	408	293	275	348	320	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	3	6	8	3	0	3	1	2	2	0	0	0	1	2	0	0	1	1	0	1
AN_RF_S2_1_8_S346_L004_2851	4437	5011	3999	5662	893	1038	1084	1076	12	13	11	6	38	99	44	61	33	124	71	40	63	75	43	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AN_RF_S2_1_8_S346_L004_2871	2281	3380	1776	3927	49	108	56	38	94	191	95	87	598	358	673	481	605	622	516	565	416	524	423	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0
AN_RF_S2_1_8_S346_L004_2873	2765	3656	3928	7061	3978	3792	3801	2443	52	44	60	52	1618	2215	2265	1071	1715	2230	1446	1386	1806	1760	1310	1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2876	105	76	149	2582	0	0	0	0	0	0	0	0	2	2	2	10	0	12	1	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2884	1588	1339	1693	3079	3	4	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2893	4867	6493	9113	4419	11531	8372	15792	11227	67	110	71	103	2	1	0	0	3	2	0	1	0	2	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	3	1	1	1	1	0	2	1	1	2	1	1	0	1	1
AN_RF_S2_1_8_S346_L004_2894	4048	4456	4250	8793	12	34	10	20	4	0	0	0	35	18	16	26	30	54	42	16	30	65	34	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2897	5265	4440	3593	6614	152	287	161	158	7	10	12	15	2394	2239	2065	2793	2348	2695	4349	2393	1538	1782	1746	2189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	2	2	0	6	0	4
AN_RF_S2_1_8_S346_L004_28	1915	1624	953	2348	1866	1440	1083	1975	734	576	713	720	351	215	353	390	296	325	327	302	203	252	206	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	8	1	0	1	0	0	2	0	6	0	0	0	0	2	0	0	0	0
AN_RF_S2_1_8_S346_L004_2919	3117	2685	1869	3665	22	39	26	38	26	13	22	5	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2920	3235	3571	2603	6417	20	26	12	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2921	3741	3939	3369	4353	43	52	42	82	157	118	131	102	504	49	338	101	155	216	108	130	123	154	108	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AN_RF_S2_1_8_S346_L004_2926	428	455	468	1009	4	16	16	11	289	365	237	224	248	450	324	532	379	651	445	467	407	349	402	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2943	3688	3693	1435	6757	23	50	46	108	6	17	17	17	1040	46	287	55	36	66	72	141	29	20	934	46	1	1	1	0	0	1	1	1	0	2	3	2	1	1	0	1	3	2	0	3	1	2	1	0	9	12	10	8	9	4	18	13	13	9	2	5	5	7	5	5	9	9	7	5	5	7	12	6
AN_RF_S2_1_8_S346_L004_2971	3282	3789	3504	6577	6	76	14	28	0	0	0	2	982	1302	790	790	1249	1609	1028	732	982	1157	687	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
AN_RF_S2_1_8_S346_L004_2973	3490	3775	2734	5851	11	20	14	16	2	8	2	0	4	4	9	11	4	1	2	3	3	5	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_2980	34863	41729	31239	53346	1785	1904	1530	1300	1471	1298	994	935	9597	11256	7770	7553	9122	14820	10804	7234	8314	6761	7297	6326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	3	1	2	2	3	9	2	5	6	2	3	4	1	10	4	4	5	6	6	0
AN_RF_S2_1_8_S346_L004_3019	1523	1835	1434	4999	2	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3025	6129	4353	3430	6011	22	72	32	24	14	14	14	16	244	394	255	596	353	551	405	397	157	427	354	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AN_RF_S2_1_8_S346_L004_3028	3085	3232	3012	5641	10	21	12	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3031	4016	4081	3576	3855	996	1142	987	921	13	22	2	29	79	138	118	121	85	132	97	103	69	55	68	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3041	1272	1351	778	3107	4	8	4	10	0	2	0	0	5	3	1	4	5	1	2	8	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3050	492	1383	578	11023	869	944	1061	708	8	15	6	8	186	208	300	156	230	180	214	132	152	223	201	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	1	0	1	0	0	1	0	0	0	5	0	0	0	0	0	0	2	1
AN_RF_S2_1_8_S346_L004_3056	46436	5049	5806	7773	2304	560	718	391	126	84	82	43	110	116	239	326	284	158	186	121	110	227	69	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3061	3091	3624	1938	3644	1133	1197	1132	1199	48	18	36	42	206	256	191	197	375	290	219	314	328	224	155	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3069	3807	4457	3531	6992	140	235	160	152	188	142	191	151	53	83	60	66	66	71	65	58	52	58	65	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3079	2449	2545	2466	3903	18	6	14	22	0	0	0	4	112	207	124	146	186	155	162	112	98	94	94	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3082	7006	6464	3848	6031	901	881	1203	1764	1827	1352	1337	1704	129	16	104	86	87	63	168	64	50	44	95	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3091	17673	16398	13131	40902	219	144	250	284	7	2	3	1	248	83	203	293	360	175	244	179	171	141	219	109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	7	0	0	1	2	0	0	2	0	2	3	0	0	0
AN_RF_S2_1_8_S346_L004_3096	808	540	644	2873	16	28	23	36	6	6	6	4	10	3	6	6	2	4	4	4	4	4	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_309	3551	4673	2942	5644	110	141	100	75	23	18	16	19	128	60	204	203	237	211	123	185	90	124	146	82	2	1	1	2	1	1	2	5	6	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	12	5	4	2	4	3	5	14	5	7	0	10	1	1	0	1	2	2	3	2	1	5	0	1
AN_RF_S2_1_8_S346_L004_3104	503	580	522	925	6	26	45	0	0	0	0	0	31	24	50	25	58	143	57	77	27	48	117	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3114	248	176	252	1358	0	2	0	0	1691	1872	1445	1684	4	4	4	0	4	2	3	2	4	7	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3144	5616	5217	4186	9009	69	87	81	62	6	1	2	0	1274	864	1242	1259	1256	1471	1456	1427	922	965	890	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
AN_RF_S2_1_8_S346_L004_3151	2978	1598	1334	2259	2480	2008	1645	1671	123	176	111	106	392	381	245	428	260	389	393	376	173	293	283	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3163	382	297	433	1973	74	67	59	46	430	385	309	230	515	955	399	295	475	2782	326	293	446	357	283	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	4
AN_RF_S2_1_8_S346_L004_3169	1625	1784	1367	2258	8	12	18	6	77	117	59	56	67	75	40	50	37	59	62	42	45	50	49	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_317	2760	2801	2433	3413	20	20	46	23	0	0	0	0	338	322	280	284	272	367	262	302	258	256	201	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AN_RF_S2_1_8_S346_L004_3193	3052	4053	3301	5734	33	15	16	23	2	2	1	0	179	227	157	197	587	296	196	464	177	137	251	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AN_RF_S2_1_8_S346_L004_3227_fragment_1	6304	4850	3824	6699	162	106	145	157	1283	1407	1254	1173	4	1	5	3	7	1	5	3	0	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	1	0	2	0	0	1	0	2	0	0	1	1
AN_RF_S2_1_8_S346_L004_3229	22449	19710	18602	24281	33116	34023	26600	18316	1766	1620	1129	913	2227	1950	1493	1406	1541	2126	1581	862	3780	1684	1094	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	2	1	0	9	1	1	6	0	0	0	2	3	1	1	1	2	1	0	0	1	0
AN_RF_S2_1_8_S346_L004_3240	9790	9009	6158	9372	896	1194	690	716	40	22	25	39	79	46	127	78	87	37	119	34	53	55	44	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3250	4341	4249	4553	4645	35	27	33	68	3	4	2	0	67	64	56	63	38	61	75	47	62	16	31	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	1	2	0	2	1	2	0	0	0	1	0	1	2
